selts_lk	selts_ek	sugukond_lk	sugukond_ek	nimi_lk	nimi_ek	nimi_ik
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus finschi, Oriolus melanotis finschi, Mimeta melanotis finschi		Wetar Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus flavocinctus, Mimeta flavocinctus	ojapeoleo	Green Oriole, Australian Yellow Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus forsteni, Mimeta forsteni	serami peoleo	Grey-collared Oriole, Seram Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus hosii, Analcipus hosii	mustpeoleo	Black Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus isabellae, Xanthonotus isabellae	bambusepeoleo	Isabela Oriole, Isabella Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus kundoo, Oriolus oriolus kundoo	mangopeoleo	Indian Golden Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus larvatus	akaatsiapeoleo	Black-headed Oriole, Eastern Black-headed Oriole, African Black-headed Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus melanotis, Oriolus viridifuscus, Mimeta melanotis	timori peoleo	Timor Oriole, Olive-brown Oriole, Olive Brown Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus mellianus, Analcipus mellianus	hõbepeoleo	Silver Oriole, Stresemann's Maroon Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus monacha	etioopia peoleo	Ethiopian Oriole, Ethiopian Black-headed Oriole, Abyssinian Black-headed Oriole, Dark-headed Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus nigripennis	musttiib-peoleo	Black-winged Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus oriolus	peoleo (harilik peoleo)	Eurasian Golden Oriole, Eurasian Golden-Oriole, Golden Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus percivali	mägipeoleo	Mountain Oriole, Montane Oriole, Black-tailed Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus phaeochromus, Mimeta phaeochromus	halmahera peoleo	Dusky-brown Oriole, Halmahera Oriole, Dusky Brown Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus sagittatus, Mimeta sagittatus	tähnikpeoleo	Olive-backed Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus steerii, Xanthonotus steerii	filipiini peoleo	Philippine Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus szalayi, Mimeta szalayi	paapua peoleo	Brown Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus tenuirostris	salenokk-peoleo	Slender-billed Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus traillii, Analcipus traillii	punapeoleo	Maroon Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus xanthonotus, Xanthonotus xanthonotus	väikepeoleo	Dark-throated Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Oriolus xanthornus	karbuspeoleo	Black-hooded Oriole, Asian Black-headed Oriole
Passeriformes	värvulised	Oriolidae	peoleolased	Pitohui cerviniventris, Pitohui kirhocephalus cerviniventris		Raja Ampat Pitohui, Waigeo Pitohui
Passeriformes	värvulised	Oriolidae	peoleolased	Pitohui dichrous	nõlva-mürkpeoleo	Hooded Pitohui, Black-headed Pitohui
Passeriformes	värvulised	Oriolidae	peoleolased	Pitohui kirhocephalus	eris-mürkpeoleo	Northern Variable Pitohui, Variable Pitohui*
Passeriformes	värvulised	Oriolidae	peoleolased	Pitohui uropygialis, Pitohui kirhocephalus uropygialis		Southern Variable Pitohui
Passeriformes	värvulised	Oriolidae	peoleolased	Sphecotheres hypoleucus	wetari viigipeoleo	Wetar Figbird
Passeriformes	värvulised	Oriolidae	peoleolased	Sphecotheres vieilloti	austraalia viigipeoleo	Australasian Figbird
Passeriformes	värvulised	Oriolidae	peoleolased	Sphecotheres viridis	timori viigipeoleo	Green Figbird, Timor Figbird, Figbird
Passeriformes	värvulised	Oriolidae	peoleolased	Turnagra capensis (Turnagra capensis capensis)	lõunasaare peoleo (†)	South Island Piopio, Piopio*, New Zealand Thrush
Passeriformes	värvulised	Oriolidae	peoleolased	Turnagra tanagra, Turnagra capensis tanagra	põhjasaare peoleo (†)	North Island Piopio
Passeriformes	värvulised	Orthonychidae	kõdulindlased	Orthonyx novaeguineae	uusginea kõdulind	Papuan Logrunner, New Guinean Logrunner, Northern Logrunner
Passeriformes	värvulised	Orthonychidae	kõdulindlased	Orthonyx spaldingii, Macrorthonyx spaldingii	suur-kõdulind	Chowchilla, Spalding's Logrunner
Passeriformes	värvulised	Orthonychidae	kõdulindlased	Orthonyx temminckii	kirju-kõdulind	Australian Logrunner, Spine-tailed Logrunner, Southern Logrunner, Logrunner
Passeriformes	värvulised	Oxyruncidae		Oxyruncus cristatus		Sharpbill
Passeriformes	värvulised	Pachycephalidae		Colluricincla affinis, Colluricincla megarhyncha affinis		Waigeo Shrikethrush
Passeriformes	värvulised	Pachycephalidae		Colluricincla boweri		Bower's Shrikethrush, Bower's Shrike-thrush, Stripe-breasted Shrike-thrush
Passeriformes	värvulised	Pachycephalidae		Colluricincla discolor, Colluricincla megarhyncha discolor		Tagula Shrikethrush
Passeriformes	värvulised	Pachycephalidae		Colluricincla fortis, Colluricincla megarhyncha fortis		Variable Shrikethrush
Passeriformes	värvulised	Pachycephalidae		Colluricincla harmonica		Grey Shrikethrush, Grey Shrike-thrush
Passeriformes	värvulised	Pachycephalidae		Colluricincla megarhyncha		Arafura Shrikethrush, Little Shrike-thrush, [Rufous Shrike-thrush]
Passeriformes	värvulised	Pachycephalidae		Colluricincla obscura, Colluricincla megarhyncha obscura		Mamberamo Shrikethrush
Passeriformes	värvulised	Pachycephalidae		Colluricincla rufogaster, Colluricincla megarhyncha rufogaster		Rufous Shrikethrush, Rufous Shrike-thrush
Passeriformes	värvulised	Pachycephalidae		Colluricincla tappenbecki, Colluricincla megarhyncha tappenbecki		Sepik-Ramu Shrikethrush
Passeriformes	värvulised	Pachycephalidae		Colluricincla tenebrosa, Colluricincla umbrina, [Pachycephala tenebrosa]		Sooty Shrikethrush, Sooty Shrike-thrush, Sooty Whistler
Passeriformes	värvulised	Pachycephalidae		Colluricincla woodwardi		Sandstone Shrikethrush, Sandstone Shrike-thrush
Passeriformes	värvulised	Pachycephalidae		Coracornis raveni		Maroon-backed Whistler
Passeriformes	värvulised	Pachycephalidae		Coracornis sanghirensis, Colluricincla sanghirensis		Sangihe Whistler, Sangihe Shrike-thrush
Passeriformes	värvulised	Pachycephalidae		Melanorectes nigrescens, [Pitohui nigrescens]		Black Pitohui
Passeriformes	värvulised	Pachycephalidae		Pachycephala albiventris		Green-backed Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala arctitorquis, Pachycephala monacha arctitorquis		Wallacean Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala aurea		Golden-backed Whistler, Yellow-backed Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala balim, Pachycephala macrorhyncha balim		Baliem Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala caledonica		New Caledonian Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala calliope, Pachycephala fulvotincta, Pachycephala pectoralis fulvotincta		Tenggara Whistler, Rusty-breasted Whistler, Fulvous-tinted Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala chlorura, Pachycephala caledonica chlorura		Melanesian Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala cinerea, Pachycephala grisola		Mangrove Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala citreogaster, Pachycephala pectoralis citreogaster		Bismarck Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala collaris, Pachycephala citreogaster collaris, Pachycephala pectoralis collaris		Louisiade Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala feminina, Pachycephala pectoralis feminina		Rennell Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala flavifrons		Samoan Whistler, Yellow-fronted Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala fuliginosa, Pachycephala pectoralis occidentalis		Western Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala graeffii, Pachycephala vitiensis graeffii		Yellow-throated Fiji Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala griseiceps, Pachycephala simplex griseiceps		Brown Whistler, Grey-headed Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala griseonota		Drab Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala homeyeri		White-vented Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala hyperythra		Rusty Whistler, Rufous-breasted Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala hypoxantha		Bornean Whistler, Bornean Mountain Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala implicata		Hooded Whistler, Guadalcanal Hooded Whistler, Mountain Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala inornata		Gilbert's Whistler, Gilbert Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala jacquinoti, Pachycephala melanops		Tongan Whistler, Tonga Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala johni, Pachycephala griseonota johni		Cinnamon-breasted Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala lanioides		White-breasted Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala leucogastra, Pachycephala monacha leucogastra, Pachycephala leucogaster		White-bellied Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala lorentzi		Lorentz's Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala macrorhyncha		Yellow-throated Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala melanorhyncha, [Colluricincla megarhyncha melanorhyncha]		Biak Whistler, [Rufous Shrike-thrush]
Passeriformes	värvulised	Pachycephalidae		Pachycephala melanura		Mangrove Golden Whistler, Black-tailed Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala mentalis, Pachycephala pectoralis mentalis		Black-chinned Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala meyeri		Vogelkop Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala modesta		Brown-backed Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala monacha		Black-headed Whistler, Aru Whistler, White-bellied Whistler*
Passeriformes	värvulised	Pachycephalidae		Pachycephala nudigula		Bare-throated Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala olivacea		Olive Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala orioloides, Pachycephala pectoralis orioloides		Oriole Whistler, Yellow-throated Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala ornata, Pachycephala vanikorensis ornata		Nendo Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala orpheus		Fawn-breasted Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala pectoralis		Australian Golden Whistler, Golden Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala phaionota, Pachycephala phaionotus		Island Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala philippensis		Yellow-bellied Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala richardsi, Pachycephala implicata richardsi		Bougainville Whistler, Bougainville Hooded Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala rufiventris		Rufous Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala rufogularis		Red-lored Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala schlegelii		Regent Whistler, Schlegel's Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala sharpei, Pachycephala macrorhyncha sharpei		Babar Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala simplex		Grey Whistler, Brown Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala soror		Sclater's Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala sulfuriventer		Sulphur-bellied Whistler, Sulphur-vented Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala tenebrosa, [Colluricincla tenebrosa], [Pitohui tenebrosus}		Morningbird, Morning Bird
Passeriformes	värvulised	Pachycephalidae		Pachycephala teysmanni, Pachycephala fulvotincta teysmanni		Selayar Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala utupuae, Pachycephala vanikorensis utupuae		Utupua Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala vanikorensis, Pachycephala caledonica vanikorensis		Vanikoro Whistler
Passeriformes	värvulised	Pachycephalidae		Pachycephala vitiensis, Pachycephala pectoralis vitiensis		White-throated Fiji Whistler, Fiji Whistler*
Passeriformes	värvulised	Pachycephalidae		Pseudorectes ferrugineus, [Pitohui ferrugineus]		Rusty Pitohui
Passeriformes	värvulised	Pachycephalidae		Pseudorectes incertus, [Pitohui incertus]		White-bellied Pitohui, Mottle-breasted Pitohui
Passeriformes	värvulised	Panuridae	habeklased	Panurus biarmicus	roohabekas	Bearded Reedling, Bearded Parrotbill, Bearded Tit
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Astrapia mayeri	paelsaba-paradiisilind	Ribbon-tailed Astrapia, Ribbon-tailed Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Astrapia nigra	arfaki paradiisilind	Arfak Astrapia, Arfak Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Astrapia rothschildi	laisaba-paradiisilind	Huon Astrapia, Huon Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Astrapia splendidissima	pugalsaba-paradiisilind	Splendid Astrapia, Splendid Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Astrapia stephaniae	talbsaba-paradiisilind	Princess Stephanie's Astrapia, Stephanie's Astrapia, Princess Stephanie's Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Cicinnurus regius	karmiin-paradiisilind	King Bird-of-Paradise, King Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Diphyllodes magnificus, Cicinnurus magnificus	kuld-paradiisilind	Magnificent Bird-of-Paradise, Magnificent Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Diphyllodes respublica, Cicinnurus respublica	viker-paradiisilind	Wilson's Bird-of-Paradise, Wilson's Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Drepanornis albertisii, Epimachus albertisi	leetsaba-paradiisilind	Black-billed Sicklebill, Buff-tailed Sicklebill, D'Albertis's Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Drepanornis bruijnii, Epimachus bruijnii	vandelnokk-paradiisilind	Pale-billed Sicklebill
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Epimachus fastosus, Epimachus fastuosus	händ-paradiisilind	Black Sicklebill
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Epimachus meyeri, Drepanornis meyeri	mõõksaba-paradiisilind	Brown Sicklebill, Black-billed Sicklebill
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Lophorina latipennis, Lophorina superba latipennis		Greater Lophorina
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Lophorina minor, Lophorina superba minor		Lesser Lophorina
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Lophorina superba	hõlmik-paradiisilind	Vogelkop Lophorina, Superb Bird-of-paradise, Superb Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Lycocorax obiensis, Lycocorax pyrrhopterus obiensis	obi paradiisivares	Obi Paradise-crow
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Lycocorax pyrrhopterus	paradiisivares	Halmahera Paradise-crow, Paradise Crow, Paradise-crow*
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Manucodia alter, Manucodia ater alter		Tagula Manucode
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Manucodia ater, Manucodia atra	vile-paradiisihakk	Glossy-mantled Manucode
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Manucodia chalybatus, Manucodia chalybata	nõlva-paradiisihakk	Crinkle-collared Manucode
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Manucodia comrii	suur-paradiisihakk	Curl-crested Manucode
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Manucodia jobiensis	sarnas-paradiisihakk	Jobi Manucode
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Paradigalla brevicauda	töbi-paradiisilind	Short-tailed Paradigalla
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Paradigalla carunculata	lauk-paradiisilind	Long-tailed Paradigalla
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Paradisaea apoda	pruun-paradiisilind	Greater Bird-of-Paradise, Greater Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Paradisaea decora	lavendel-paradiisilind	Goldie's Bird-of-Paradise, Goldie's Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Paradisaea guilielmi	loorsaba-paradiisilind	Emperor Bird-of-Paradise, Emperor of Germany Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Paradisaea minor	printsess-paradiisilind	Lesser Bird-of-Paradise, Lesser Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Paradisaea raggiana	kuning-paradiisilind	Raggiana Bird-of-Paradise, Raggiana Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Paradisaea rubra	punasaba-paradiisilind	Red Bird-of-Paradise, Red Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Paradisornis rudolphi, Paradisaea rudolphi	sini-paradiisilind	Blue Bird-of-Paradise, Blue Bird of Paradise
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Parotia berlepschi, Parotia carolae berlepschi	foja paradiisilind	Bronze Parotia, Foja Parotia, Berlepsch's Parotia
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Parotia carolae	tanu-paradiisilind	Queen Carola's Parotia, Carola's Parotia
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Parotia helenae, Parotia lawesii helenae	vasklaup-paradiisilind	Eastern Parotia
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Parotia lawesii	hõbelaup-paradiisilind	Lawes's Parotia, Lawes' Parotia
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Parotia sefilata	valgelaup-paradiisilind	Western Parotia, Arfak Parotia
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Parotia wahnesi	puhmlaup-paradiisilind	Wahnes's Parotia, Wahnes' Parotia
Passeriformes	värvulised	Paradisaeidae	paradiisilindlased	Phonygammus keraudrenii, Manucodia keraudrenii	krae-paradiisihakk	Trumpet Manucode, Trumpet Bird
